"YEAR","NTA2020","Pop1","MaleP","MdAge","Hsp1P","WNHP","BNHP","ANHP","OthNHP","MIncome"
2018,"BK0901",50553,45.88,33.5,9.7,30.54,51.94,1.56,6.26,54595.74
2019,"BK0901",50571,45.89,33.6,9.8,31.17,50.57,1.68,6.78,55093.52
2020,"BK0901",50590,45.86,33.7,9.88,31.85,49.23,1.84,7.2,60889.99
2010,"BK0902",45808,44.77,36.7,9.69,12.84,73.07,1.83,2.58,40408.27
2011,"BK0902",46178,44.84,36.7,9.79,13.95,71.21,1.95,3.1,43312.95
2012,"BK0902",46549,44.88,36.8,9.88,15.1,69.32,2.1,3.6,40718.08
2013,"BK0902",46920,44.92,36.8,9.97,16.25,67.43,2.25,4.1,43278.45
2014,"BK0902",47290,44.96,36.8,10.06,17.4,65.54,2.4,4.6,44767.47
2015,"BK0902",47660,45,36.9,10.15,18.55,63.65,2.55,5.1,45352.1
2016,"BK0902",48031,45.04,36.9,10.24,19.7,61.76,2.7,5.6,47936.16
2017,"BK0902",48402,45.08,36.9,10.33,20.85,59.87,2.85,6.1,54481.03
2018,"BK0902",48772,45.12,36.9,10.42,22,57.98,3,6.6,57043.04
2019,"BK0902",49143,45.16,37,10.51,23.15,56.09,3.15,7.1,58737.45
2020,"BK0902",49513,45.25,37,10.64,24.34,54.25,3.25,7.53,60472.33
2010,"BK1001",80916,48.31,38.7,15.59,66.88,1.6,13.39,2.54,55376.37
2011,"BK1001",81502,48.28,38.8,15.92,66.14,1.65,13.63,2.66,57893.94
2012,"BK1001",82089,48.26,38.9,16.24,65.38,1.7,13.86,2.82,57510.9
2013,"BK1001",82675,48.24,39,16.56,64.62,1.75,14.09,2.98,58483.66
2014,"BK1001",83261,48.22,39.1,16.88,63.86,1.8,14.32,3.14,59775.24
2015,"BK1001",83848,48.2,39.2,17.2,63.1,1.85,14.55,3.3,61784.03
2016,"BK1001",84434,48.18,39.3,17.52,62.34,1.9,14.78,3.46,63200.73
2017,"BK1001",85020,48.16,39.4,17.84,61.58,1.95,15.01,3.62,71635.65
2018,"BK1001",85606,48.14,39.5,18.16,60.82,2,15.24,3.78,74535.34
2019,"BK1001",86193,48.12,39.6,18.48,60.06,2.05,15.47,3.94,79620.59
2020,"BK1001",86779,48.1,39.7,18.79,59.25,2.12,15.74,4.09,80424.3
2010,"BK1002",41378,48.89,38.8,11.89,52.03,0.48,34.49,1.1,52684.71
2011,"BK1002",41916,48.9,38.8,12.1,50.43,0.53,35.76,1.18,52927.22
2012,"BK1002",42454,48.9,38.8,12.3,48.86,0.56,37.02,1.26,55409.49
2013,"BK1002",42991,48.9,38.8,12.5,47.29,0.59,38.28,1.34,55764.55
2014,"BK1002",43529,48.9,38.8,12.7,45.72,0.62,39.54,1.42,55313.76
2015,"BK1002",44067,48.9,38.8,12.9,44.15,0.65,40.8,1.5,56714.41
2016,"BK1002",44605,48.9,38.8,13.1,42.58,0.68,42.06,1.58,56392.14
2017,"BK1002",45143,48.9,38.8,13.3,41.01,0.71,43.32,1.66,62596.1
2018,"BK1002",45680,48.9,38.8,13.5,39.44,0.74,44.58,1.74,64382.58
2019,"BK1002",46218,48.9,38.8,13.7,37.87,0.77,45.84,1.82,65818.2
2020,"BK1002",46756,48.88,38.8,13.87,36.27,0.76,47.14,1.95,65878.07
2010,"BK1061",764,51.05,26.6,31.94,31.28,24.61,6.15,6.02,70284
2011,"BK1061",765,50.98,27.1,31.11,32.29,23.53,6.67,6.41,74922
2012,"BK1061",766,50.78,27.6,30.42,33.29,22.32,7.05,6.92,84792
2013,"BK1061",767,50.72,28,29.6,34.29,21.25,7.43,7.43,55192
2014,"BK1061",768,50.65,28.5,28.91,35.29,20.18,7.94,7.68,60357
2015,"BK1061",770,50.65,29,28.18,36.23,19.09,8.31,8.18,97760
2016,"BK1061",771,50.58,29.5,27.37,37.22,17.9,8.82,8.69,97679
2017,"BK1061",772,50.39,30,26.68,38.21,16.84,9.2,9.07,99279.02
2018,"BK1061",773,50.32,30.4,25.87,39.2,15.78,9.7,9.44,104668.26
2019,"BK1061",774,50.26,30.9,25.19,40.18,14.6,10.08,9.95,106570
2020,"BK1061",775,50.19,31.4,24.39,41.16,13.55,10.45,10.45,109856
2010,"BK1091",0,0,0,0,0,0,0,0,0
2011,"BK1091",1,0,18,0,0,0,0,100,0
2012,"BK1091",2,0,18,0,0,0,0,100,0
2013,"BK1091",3,33.33,18,0,0,0,0,100,0
2014,"BK1091",4,25,18,0,25,0,0,75,0
2015,"BK1091",4,25,18,0,25,0,0,75,0
2016,"BK1091",5,40,18.7,20,20,0,0,60,0
2017,"BK1091",6,33.33,21.8,16.67,16.67,0,0,66.67,70689.75
2018,"BK1091",7,42.86,25,14.29,28.57,0,0,57.14,73808.82
2019,"BK1091",8,50,28.1,25,25,0,0,50,73780.86
2020,"BK1091",9,55.56,31.2,22.22,33.33,0,0,44.44,78498.78
2010,"BK1101",96036,49.04,38,14.08,48.04,0.63,35.78,1.46,40423.63
2011,"BK1101",96926,49.01,38,14.41,46.68,0.64,36.61,1.66,43681.43
2012,"BK1101",97816,49.02,38,14.72,45.36,0.68,37.42,1.82,43562.01
2013,"BK1101",98705,49.03,38,15.03,44.04,0.72,38.23,1.98,45195.07
2014,"BK1101",99595,49.04,38,15.34,42.72,0.76,39.04,2.14,46406.18
2015,"BK1101",100485,49.05,38,15.65,41.4,0.8,39.85,2.3,48523.65
2016,"BK1101",101375,49.06,37.9,15.96,40.08,0.84,40.66,2.46,50091.25
2017,"BK1101",102265,49.07,37.9,16.27,38.76,0.88,41.47,2.62,52637.15
2018,"BK1101",103154,49.08,37.9,16.58,37.44,0.92,42.28,2.78,54444.51
2019,"BK1101",104044,49.09,37.9,16.89,36.12,0.96,43.09,2.94,54229.04
2020,"BK1101",104934,49.11,37.9,17.21,34.83,1.03,43.87,3.06,56279.9
2010,"BK1102",29931,48.71,39,13.01,54.76,0.91,29.91,1.41,43777.81
2011,"BK1102",30245,48.79,38.9,13.12,53.32,0.94,31.01,1.61,48285.55
2012,"BK1102",30559,48.88,38.9,13.24,51.84,0.98,32.12,1.82,51453.98
2013,"BK1102",30873,48.97,38.8,13.36,50.36,1.02,33.23,2.03,54614.46
2014,"BK1102",31187,49.06,38.8,13.48,48.88,1.06,34.34,2.24,59047.23
2015,"BK1102",31500,49.15,38.7,13.6,47.4,1.1,35.45,2.45,55604.08
2016,"BK1102",31814,49.24,38.7,13.72,45.92,1.14,36.56,2.66,60655.59
2017,"BK1102",32128,49.33,38.6,13.84,44.44,1.18,37.67,2.87,63595.56
2018,"BK1102",32442,49.42,38.6,13.96,42.96,1.22,38.78,3.08,66170.03
2019,"BK1102",32756,49.51,38.5,14.08,41.48,1.26,39.89,3.29,67465.95
2020,"BK1102",33070,49.59,38.5,14.2,40,1.34,40.95,3.51,72596.54
2010,"BK1103",55669,48.62,39.5,12.14,49.93,0.85,35.45,1.63,41181.48
2011,"BK1103",56154,48.65,39.5,12.31,48.6,0.86,36.36,1.87,40873.06
2012,"BK1103",56640,48.7,39.5,12.52,47.3,0.92,37.22,2.04,43308.99
2013,"BK1103",57125,48.75,39.5,12.73,46,0.98,38.08,2.21,44289.91
2014,"BK1103",57611,48.8,39.5,12.94,44.7,1.04,38.94,2.38,45368.84
2015,"BK1103",58096,48.85,39.5,13.15,43.4,1.1,39.8,2.55,48815.11
2016,"BK1103",58581,48.9,39.5,13.36,42.1,1.16,40.66,2.72,49308.31
2017,"BK1103",59067,48.95,39.5,13.57,40.8,1.22,41.52,2.89,54940.98
2018,"BK1103",59552,49,39.5,13.78,39.5,1.28,42.38,3.06,57423.96
2019,"BK1103",60038,49.05,39.5,13.99,38.2,1.34,43.24,3.23,56783.53
2020,"BK1103",60523,49.11,39.5,14.17,36.9,1.39,44.14,3.4,61144.61
2010,"BK1201",33397,49.85,31.6,22.65,24.37,1.97,49.32,1.69,31813.31
2011,"BK1201",33621,49.75,31.8,22.45,23.91,1.98,49.84,1.82,32177.9
2012,"BK1201",33844,49.7,32.1,22.3,23.42,1.96,50.38,1.94,31292.59
2013,"BK1201",34068,49.65,32.3,22.15,22.93,1.94,50.92,2.06,34061.66
2014,"BK1201",34291,49.6,32.6,22,22.44,1.92,51.46,2.18,35032.36
2015,"BK1201",34515,49.55,32.8,21.85,21.95,1.9,52,2.3,34794.29
2016,"BK1201",34738,49.5,33.1,21.7,21.46,1.88,52.54,2.42,36356.69
2017,"BK1201",34962,49.45,33.3,21.55,20.97,1.86,53.08,2.54,41687.21
2018,"BK1201",35185,49.4,33.6,21.4,20.48,1.84,53.62,2.66,43610.54
2019,"BK1201",35409,49.35,33.8,21.25,19.99,1.82,54.16,2.78,41774.41
2020,"BK1201",35632,49.34,34.1,21.14,19.53,1.8,54.67,2.86,48323.66
2010,"BK1202",84270,50.8,23,9.28,81.86,0.57,7.22,1.07,36052.57
2011,"BK1202",85234,50.81,22.9,9.23,81.19,0.63,7.35,1.6,36836.11
2012,"BK1202",86197,50.82,22.8,9.16,80.48,0.66,7.5,2.2,36542.97
2013,"BK1202",87160,50.83,22.7,9.09,79.77,0.69,7.65,2.8,33993.52
2014,"BK1202",88124,50.84,22.6,9.02,79.06,0.72,7.8,3.4,34651.54
2015,"BK1202",89088,50.85,22.5,8.95,78.35,0.75,7.95,4,35718.36
2016,"BK1202",90051,50.86,22.5,8.88,77.64,0.78,8.1,4.6,35780.05
2017,"BK1202",91015,50.87,22.4,8.81,76.93,0.81,8.25,5.2,40913.2
2018,"BK1202",91978,50.88,22.3,8.74,76.22,0.84,8.4,5.8,42110.27
2019,"BK1202",92942,50.89,22.2,8.67,75.51,0.87,8.55,6.4,40874.56
2020,"BK1202",93905,50.9,22.1,8.6,74.8,0.86,8.7,7.05,42533.77
2010,"BK1203",40472,49.8,34.1,17.67,48.09,7.28,23.45,3.5,42597.4
2011,"BK1203",40601,49.81,34.3,17.56,47.45,7.23,24.08,3.68,42898.5
2012,"BK1203",40729,49.82,34.4,17.42,46.8,7.16,24.66,3.96,43096.77
2013,"BK1203",40858,49.83,34.6,17.28,46.15,7.09,25.24,4.24,44044.38
2014,"BK1203",40986,49.84,34.7,17.14,45.5,7.02,25.82,4.52,44710.5
2015,"BK1203",41115,49.85,34.9,17,44.85,6.95,26.4,4.8,48721.59
2016,"BK1203",41244,49.86,35.1,16.86,44.2,6.88,26.98,5.08,53059.16
2017,"BK1203",41372,49.87,35.2,16.72,43.55,6.81,27.56,5.36,60601.58
2018,"BK1203",41501,49.88,35.4,16.58,42.9,6.74,28.14,5.64,64158.51
2019,"BK1203",41629,49.89,35.5,16.44,42.25,6.67,28.72,5.92,64613.44
2020,"BK1203",41758,49.89,35.7,16.34,41.6,6.59,29.27,6.19,72775.73
2010,"BK1204",37441,49.65,29.9,7.84,81.59,0.81,8.69,1.07,47375.3
2011,"BK1204",37611,49.7,30,7.92,80.72,0.88,9.04,1.44,45632.22
2012,"BK1204",37780,49.8,30,8.04,79.84,0.96,9.38,1.78,47857.16
2013,"BK1204",37950,49.9,30.1,8.16,78.96,1.04,9.72,2.12,47156.07
2014,"BK1204",38119,50,30.1,8.28,78.08,1.12,10.06,2.46,48476.18
2015,"BK1204",38289,50.1,30.2,8.4,77.2,1.2,10.4,2.8,48475.47
2016,"BK1204",38459,50.2,30.2,8.52,76.32,1.28,10.74,3.14,51953.31
2017,"BK1204",38628,50.3,30.3,8.64,75.44,1.36,11.08,3.48,57043.24
2018,"BK1204",38798,50.4,30.3,8.76,74.56,1.44,11.42,3.82,59130.27
2019,"BK1204",38967,50.5,30.4,8.88,73.68,1.52,11.76,4.16,60979.47
2020,"BK1204",39137,50.55,30.4,8.96,72.75,1.61,12.14,4.53,61298.15
2010,"BK1301",27400,46.55,41.8,13.74,56.57,8.9,19,1.8,39454.47
2011,"BK1301",27697,46.62,41.8,13.85,55.61,8.86,19.72,1.96,40552.61
2012,"BK1301",27993,46.74,41.9,14,54.62,8.82,20.44,2.12,38815.1
2013,"BK1301",28290,46.86,41.9,14.15,53.63,8.78,21.16,2.28,40420.11
2014,"BK1301",28586,46.98,42,14.3,52.64,8.74,21.88,2.44,40207.5
2015,"BK1301",28883,47.1,42,14.45,51.65,8.7,22.6,2.6,49449.19
2016,"BK1301",29180,47.22,42,14.6,50.66,8.66,23.32,2.76,38885.55
2017,"BK1301",29476,47.34,42.1,14.75,49.67,8.62,24.04,2.92,45994.92
2018,"BK1301",29773,47.46,42.1,14.9,48.68,8.58,24.76,3.08,47236.5
2019,"BK1301",30069,47.58,42.2,15.05,47.69,8.54,25.48,3.24,40302.16
2020,"BK1301",30366,47.71,42.2,15.23,46.72,8.45,26.18,3.42,50163.12
2010,"BK1302",49715,44.37,45.4,17.64,53.63,21.42,5.79,1.52,35641.12
2011,"BK1302",49695,44.45,45.5,17.57,53.25,21.31,6.07,1.8,34382.79
2012,"BK1302",49675,44.5,45.7,17.54,52.9,21.22,6.34,2,33940.17
2013,"BK1302",49656,44.55,45.8,17.51,52.55,21.13,6.61,2.2,32434.96
2014,"BK1302",49636,44.6,45.9,17.48,52.2,21.04,6.88,2.4,31335.56
2015,"BK1302",49616,44.65,46.1,17.45,51.85,20.95,7.15,2.6,35978.17
2016,"BK1302",49596,44.7,46.2,17.42,51.5,20.86,7.42,2.8,36503.28
2017,"BK1302",49576,44.75,46.3,17.39,51.15,20.77,7.69,3,37363.26
2018,"BK1302",49557,44.8,46.4,17.36,50.8,20.68,7.96,3.2,38069.02
2019,"BK1302",49537,44.85,46.6,17.33,50.45,20.59,8.23,3.4,37901.09
2020,"BK1302",49517,44.92,46.7,17.34,50.11,20.49,8.47,3.6,39576.52
2010,"BK1303",31462,47.54,46,15.72,69.41,1.08,12,1.78,29247.97
2011,"BK1303",31673,47.52,45.9,15.48,68.91,1.12,12.43,2.06,31696.04
2012,"BK1303",31883,47.54,45.8,15.26,68.42,1.14,12.86,2.32,33700.53
2013,"BK1303",32094,47.56,45.7,15.04,67.93,1.16,13.29,2.58,31984.48
2014,"BK1303",32304,47.58,45.6,14.82,67.44,1.18,13.72,2.84,31502.9
2015,"BK1303",32515,47.6,45.5,14.6,66.95,1.2,14.15,3.1,35969.17
2016,"BK1303",32726,47.62,45.4,14.38,66.46,1.22,14.58,3.36,32215.27
2017,"BK1303",32936,47.64,45.3,14.16,65.97,1.24,15.01,3.62,38695.09
2018,"BK1303",33147,47.66,45.2,13.94,65.48,1.26,15.44,3.88,40182.94
2019,"BK1303",33357,47.68,45.1,13.72,64.99,1.28,15.87,4.14,42543.49
2020,"BK1303",33568,47.66,45,13.53,64.49,1.28,16.27,4.44,40611.32
2010,"BK1391",0,0,0,0,0,0,0,0,0
2011,"BK1391",0,0,0,0,0,0,0,0,0
2012,"BK1391",0,0,0,0,0,0,0,0,0
2013,"BK1391",0,0,0,0,0,0,0,0,0
2014,"BK1391",0,0,0,0,0,0,0,0,0
2015,"BK1391",0,0,0,0,0,0,0,0,0
2016,"BK1391",0,0,0,0,0,0,0,0,0
2017,"BK1391",0,0,0,0,0,0,0,0,0
2018,"BK1391",0,0,0,0,0,0,0,0,0
2019,"BK1391",0,0,0,0,0,0,0,0,0
2020,"BK1391",0,0,0,0,0,0,0,0,0
2010,"BK1401",67940,45.06,34.1,20.12,7.98,66.13,3.23,2.54,40642.46
2011,"BK1401",67796,45.11,34.4,20.05,8.67,64.89,3.39,3,41301.66
2012,"BK1401",67653,45.12,34.6,20,9.34,63.68,3.58,3.4,42200.45
2013,"BK1401",67509,45.13,34.9,19.95,10.01,62.47,3.77,3.8,42049.72
2014,"BK1401",67365,45.14,35.1,19.9,10.68,61.26,3.96,4.2,44049.62
2015,"BK1401",67221,45.15,35.4,19.85,11.35,60.05,4.15,4.6,44288.4
2016,"BK1401",67078,45.16,35.7,19.8,12.02,58.84,4.34,5,47527.97
2017,"BK1401",66934,45.17,35.9,19.75,12.69,57.63,4.53,5.4,56126.99
2018,"BK1401",66790,45.18,36.2,19.7,13.36,56.42,4.72,5.8,59178.59
2019,"BK1401",66647,45.19,36.4,19.65,14.03,55.21,4.91,6.2,60092.83
2020,"BK1401",66503,45.16,36.7,19.64,14.66,53.98,5.12,6.59,63236.94
2010,"BK1402",42099,48.55,34.6,18.47,37.61,22.82,17.91,3.19,47800.66
2011,"BK1402",42191,48.61,34.8,18.34,37.53,22.31,18.27,3.55,48743.3
2012,"BK1402",42282,48.62,35,18.18,37.46,21.82,18.64,3.9,49329.49
2013,"BK1402",42374,48.63,35.1,18.02,37.39,21.33,19.01,4.25,50925.98
2014,"BK1402",42466,48.64,35.3,17.86,37.32,20.84,19.38,4.6,52311.52
2015,"BK1402",42558,48.65,35.5,17.7,37.25,20.35,19.75,4.95,51849.29
2016,"BK1402",42649,48.66,35.7,17.54,37.18,19.86,20.12,5.3,52790.28
2017,"BK1402",42741,48.67,35.9,17.38,37.11,19.37,20.49,5.65,64513.55
2018,"BK1402",42833,48.68,36,17.22,37.04,18.88,20.86,6,67798.7
2019,"BK1402",42924,48.69,36.2,17.06,36.97,18.39,21.23,6.35,65058.52
2020,"BK1402",43016,48.69,36.4,16.87,36.87,17.9,21.59,6.77,73153.21
2010,"BK1403",48988,48.13,34.7,6.94,76.1,5.04,10.48,1.43,49635.21
2011,"BK1403",49378,48.17,34.7,6.98,75.13,5.04,10.94,1.91,51056.02
2012,"BK1403",49769,48.24,34.7,7.06,74.16,5.08,11.38,2.32,49863.66
2013,"BK1403",50159,48.31,34.7,7.14,73.19,5.12,11.82,2.73,45809.12
2014,"BK1403",50549,48.38,34.7,7.22,72.22,5.16,12.26,3.14,46796.15
2015,"BK1403",50940,48.45,34.7,7.3,71.25,5.2,12.7,3.55,43855.49
2016,"BK1403",51330,48.52,34.8,7.38,70.28,5.24,13.14,3.96,49289.1
2017,"BK1403",51720,48.59,34.8,7.46,69.31,5.28,13.58,4.37,56417.01
2018,"BK1403",52110,48.66,34.8,7.54,68.34,5.32,14.02,4.78,58191.31
2019,"BK1403",52501,48.73,34.8,7.62,67.37,5.36,14.46,5.19,63213.86
2020,"BK1403",52891,48.79,34.8,7.72,66.43,5.36,14.93,5.57,63020.97
2010,"BK1501",50437,49.05,35.3,9.57,76,0.95,12.02,1.46,42122.69
2011,"BK1501",50673,49.02,35.3,9.75,74.99,0.96,12.53,1.77,44751.48
2012,"BK1501",50909,49.04,35.3,9.9,73.98,1.02,13.06,2.04,45294.44
2013,"BK1501",51145,49.06,35.3,10.05,72.97,1.08,13.59,2.31,47117.11
2014,"BK1501",51381,49.08,35.3,10.2,71.96,1.14,14.12,2.58,47652.46
2015,"BK1501",51617,49.1,35.3,10.35,70.95,1.2,14.65,2.85,49977.04
2016,"BK1501",51853,49.12,35.4,10.5,69.94,1.26,15.18,3.12,52249.97
2017,"BK1501",52089,49.14,35.4,10.65,68.93,1.32,15.71,3.39,56174
2018,"BK1501",52325,49.16,35.4,10.8,67.92,1.38,16.24,3.66,58382.04
2019,"BK1501",52561,49.18,35.4,10.95,66.91,1.44,16.77,3.93,61212.79
2020,"BK1501",52797,49.18,35.4,11.07,65.92,1.45,17.25,4.31,62868.16
2010,"BK1502",38917,48.04,40.6,6.91,71.04,1.62,18.86,1.57,51992.25
2011,"BK1502",39172,48.03,40.5,6.99,69.98,1.74,19.41,1.88,53365.34
2012,"BK1502",39427,48.06,40.4,7.08,68.96,1.88,19.92,2.16,54930.48
2013,"BK1502",39681,48.09,40.3,7.17,67.94,2.02,20.43,2.44,56461.73
2014,"BK1502",39936,48.12,40.2,7.26,66.92,2.16,20.94,2.72,56466.7
2015,"BK1502",40191,48.15,40.1,7.35,65.9,2.3,21.45,3,55902.7
2016,"BK1502",40446,48.18,40,7.44,64.88,2.44,21.96,3.28,59419.93
2017,"BK1502",40701,48.21,39.9,7.53,63.86,2.58,22.47,3.56,65121.43
2018,"BK1502",40955,48.24,39.8,7.62,62.84,2.72,22.98,3.84,67335.58
2019,"BK1502",41210,48.27,39.7,7.71,61.82,2.86,23.49,4.12,72352.39
2020,"BK1502",41465,48.26,39.6,7.76,60.77,2.96,23.97,4.55,74051.44
2010,"BK1503",64518,46.77,43.4,8.06,68.11,6.45,15.71,1.67,52713.39
2011,"BK1503",64975,46.82,43.4,8.18,67.27,6.43,16.19,1.93,51517.53
2012,"BK1503",65431,46.84,43.4,8.26,66.44,6.46,16.68,2.16,52222.88
2013,"BK1503",65888,46.86,43.4,8.34,65.61,6.49,17.17,2.39,54170.94
2014,"BK1503",66344,46.88,43.4,8.42,64.78,6.52,17.66,2.62,54646.83
2015,"BK1503",66801,46.9,43.3,8.5,63.95,6.55,18.15,2.85,53300.42
2016,"BK1503",67258,46.92,43.3,8.58,63.12,6.58,18.64,3.08,56752.11
2017,"BK1503",67714,46.94,43.3,8.66,62.29,6.61,19.13,3.31,63770.14
2018,"BK1503",68171,46.96,43.3,8.74,61.46,6.64,19.62,3.54,66113.15
2019,"BK1503",68627,46.98,43.3,8.82,60.63,6.67,20.11,3.77,68476.72
2020,"BK1503",69084,46.98,43.3,8.9,59.82,6.68,20.56,4.04,70431.61
2010,"BK1601",31935,45.56,31.6,17.9,1.37,77.74,0.62,2.37,32198.1
2011,"BK1601",32537,45.63,31.9,18.14,1.94,76.4,0.74,2.78,32355.42
2012,"BK1601",33138,45.66,32.1,18.38,2.48,75.1,0.88,3.16,34009.6
2013,"BK1601",33740,45.69,32.4,18.62,3.02,73.8,1.02,3.54,34606.68
2014,"BK1601",34342,45.72,32.6,18.86,3.56,72.5,1.16,3.92,33892.79
2015,"BK1601",34944,45.75,32.9,19.1,4.1,71.2,1.3,4.3,33444.81
2016,"BK1601",35545,45.78,33.2,19.34,4.64,69.9,1.44,4.68,36843.29
2017,"BK1601",36147,45.81,33.4,19.58,5.18,68.6,1.58,5.06,41567.77
2018,"BK1601",36749,45.84,33.7,19.82,5.72,67.3,1.72,5.44,43378.33
2019,"BK1601",37350,45.87,33.9,20.06,6.26,66,1.86,5.82,42682.42
2020,"BK1601",37952,45.86,34.2,20.33,6.84,64.73,1.95,6.15,45947.93
2010,"BK1602",54649,42.83,30,21.3,0.82,75.34,0.75,1.8,24834.93
2011,"BK1602",55231,42.85,30.3,21.47,0.86,74.67,0.73,2.27,24200.77
2012,"BK1602",55813,42.9,30.6,21.64,0.92,74.04,0.76,2.64,25848.79
2013,"BK1602",56395,42.95,31,21.81,0.98,73.41,0.79,3.01,26985.11
2014,"BK1602",56977,43,31.3,21.98,1.04,72.78,0.82,3.38,27859.5
2015,"BK1602",57560,43.05,31.6,22.15,1.1,72.15,0.85,3.75,27037.23
2016,"BK1602",58142,43.1,31.9,22.32,1.16,71.52,0.88,4.12,27777.49
2017,"BK1602",58724,43.15,32.2,22.49,1.22,70.89,0.91,4.49,27006.52
2018,"BK1602",59306,43.2,32.6,22.66,1.28,70.26,0.94,4.86,27264.18
2019,"BK1602",59888,43.25,32.9,22.83,1.34,69.63,0.97,5.23,24477.86
2020,"BK1602",60470,43.27,33.2,23.04,1.37,69.02,1.02,5.55,25630.39
2010,"BK1701",46010,44.06,35.4,9.14,1.78,84.82,1.68,2.57,38164.07
2011,"BK1701",46178,44.11,35.5,9.28,2.37,83.46,1.8,3.09,41587.03
2012,"BK1701",46346,44.12,35.6,9.46,2.94,82.12,1.9,3.58,40833.5
2013,"BK1701",46514,44.13,35.7,9.64,3.51,80.78,2,4.07,43246.87
2014,"BK1701",46682,44.14,35.8,9.82,4.08,79.44,2.1,4.56,43075.45
2015,"BK1701",46850,44.15,35.9,10,4.65,78.1,2.2,5.05,43505.66
2016,"BK1701",47018,44.16,36.1,10.18,5.22,76.76,2.3,5.54,43360.1
2017,"BK1701",47186,44.17,36.2,10.36,5.79,75.42,2.4,6.03,52367.27
2018,"BK1701",47354,44.18,36.3,10.54,6.36,74.08,2.5,6.52,54807.53
2019,"BK1701",47522,44.19,36.4,10.72,6.93,72.74,2.6,7.01,55457.07
2020,"BK1701",47690,44.23,36.5,10.86,7.49,71.4,2.75,7.5,58879.73
2010,"BK1702",33445,44.4,37.9,6.27,1.9,88,1.21,2.62,58667.26
2011,"BK1702",33532,44.41,38.2,6.39,1.94,87.1,1.32,3.25,59708.79
2012,"BK1702",33619,44.42,38.6,6.48,1.98,86.2,1.44,3.9,61287.21
2013,"BK1702",33707,44.43,38.9,6.57,2.02,85.3,1.56,4.55,62373.55
2014,"BK1702",33794,44.44,39.2,6.66,2.06,84.4,1.68,5.2,60020.16
2015,"BK1702",33881,44.45,39.5,6.75,2.1,83.5,1.8,5.85,57439.48
2016,"BK1702",33968,44.46,39.9,6.84,2.14,82.6,1.92,6.5,59984.54
2017,"BK1702",34055,44.47,40.2,6.93,2.18,81.7,2.04,7.15,63882.03
2018,"BK1702",34143,44.48,40.5,7.02,2.22,80.8,2.16,7.8,64801.18
2019,"BK1702",34230,44.49,40.9,7.11,2.26,79.9,2.28,8.45,63427.4
2020,"BK1702",34317,44.54,41.2,7.18,2.33,79.05,2.41,9.03,65011.77
2010,"BK1703",39331,43.92,38.7,4.84,1.2,91.24,0.68,2.04,46270.82
2011,"BK1703",39674,43.96,38.9,4.95,1.35,90.19,0.79,2.72,49077.43
2012,"BK1703",40017,44.02,39.1,5.1,1.5,89.18,0.88,3.34,49262.61
2013,"BK1703",40360,44.08,39.3,5.25,1.65,88.17,0.97,3.96,48010.73
2014,"BK1703",40703,44.14,39.5,5.4,1.8,87.16,1.06,4.58,45708.63
2015,"BK1703",41046,44.2,39.7,5.55,1.95,86.15,1.15,5.2,45678.57
2016,"BK1703",41390,44.26,39.8,5.7,2.1,85.14,1.24,5.82,47978.66
2017,"BK1703",41733,44.32,40,5.85,2.25,84.13,1.33,6.44,55372.09
2018,"BK1703",42076,44.38,40.2,6,2.4,83.12,1.42,7.06,57171.9
2019,"BK1703",42419,44.44,40.4,6.15,2.55,82.11,1.51,7.68,55463.85
2020,"BK1703",42762,44.46,40.6,6.29,2.68,81.08,1.6,8.35,60201.09
2010,"BK1704",37900,43.93,36.3,6.76,0.78,90.04,0.64,1.77,40493.74
2011,"BK1704",38022,43.99,36.7,6.97,0.9,89.18,0.6,2.35,42528.01
2012,"BK1704",38143,44.08,37.2,7.14,1,88.36,0.6,2.9,42454.22
2013,"BK1704",38264,44.17,37.6,7.31,1.1,87.54,0.6,3.45,41582.7
2014,"BK1704",38386,44.26,38.1,7.48,1.2,86.72,0.6,4,39600.77
2015,"BK1704",38508,44.35,38.5,7.65,1.3,85.9,0.6,4.55,41127.66
2016,"BK1704",38629,44.44,38.9,7.82,1.4,85.08,0.6,5.1,41046.32
2017,"BK1704",38751,44.53,39.4,7.99,1.5,84.26,0.6,5.65,46177.55
2018,"BK1704",38872,44.62,39.8,8.16,1.6,83.44,0.6,6.2,47280.28
2019,"BK1704",38994,44.71,40.3,8.33,1.7,82.62,0.6,6.75,47653.59
2020,"BK1704",39115,44.79,40.7,8.49,1.77,81.77,0.64,7.34,48999.51
2010,"BK1771",29,58.62,37.5,3.45,0,93.1,0,3.45,0
2011,"BK1771",29,58.62,37.5,3.45,0,89.66,3.45,3.45,0
2012,"BK1771",30,56.67,37.5,6.67,0,86.67,3.33,3.33,0
2013,"BK1771",30,53.33,37.5,6.67,0,83.33,6.67,3.33,49061.43
2014,"BK1771",30,53.33,37.5,6.67,0,80,6.67,6.67,48421.51
2015,"BK1771",30,50,37.5,10,0,76.67,10,3.33,49175.25
2016,"BK1771",31,48.39,37.5,9.68,0,74.19,9.68,6.45,50604.04
2017,"BK1771",31,48.39,37.5,12.9,0,70.97,12.9,3.23,57195.93
2018,"BK1771",31,45.16,37.5,12.9,0,67.74,16.13,3.23,59154.5
2019,"BK1771",32,43.75,37.5,15.62,0,62.5,15.62,6.25,59337.27
