"","Year","Borough","GeoID","Name","Pop1","Male","MaleP","Fem","FemP","MdAge","Hsp1","Hsp1P","WNH","WNHP","BNH","BNHP","ANH","ANHP","OthNH","OthNHP"
"1726",2019,"Queens","QN0101","Astoria (North)-Ditmars-Steinway",49956,24418,48.88,25538,51.12,36.9,9871,19.76,31512,63.08,1169,2.34,5066,10.14,2338,4.68
"1727",2020,"Queens","QN0101","Astoria (North)-Ditmars-Steinway",50225,24575,48.93,25650,51.07,37,9929,19.77,31539,62.8,1214,2.42,5089,10.13,2454,4.89
"1728",2010,"Queens","QN0102","Old Astoria-Hallets Point",16487,8252,50.05,8235,49.95,32.2,6434,39.02,4604,27.93,2614,15.85,2216,13.44,619,3.75
"1729",2011,"Queens","QN0102","Old Astoria-Hallets Point",16731,8376,50.06,8355,49.94,32.5,6421,38.38,4757,28.43,2628,15.71,2250,13.45,675,4.03
"1730",2012,"Queens","QN0102","Old Astoria-Hallets Point",16975,8491,50.02,8484,49.98,32.8,6410,37.76,4916,28.96,2635,15.52,2292,13.5,722,4.25
"1731",2013,"Queens","QN0102","Old Astoria-Hallets Point",17219,8606,49.98,8613,50.02,33.1,6395,37.14,5078,29.49,2640,15.33,2333,13.55,773,4.49
"1732",2014,"Queens","QN0102","Old Astoria-Hallets Point",17463,8721,49.94,8742,50.06,33.4,6377,36.52,5242,30.02,2644,15.14,2375,13.6,825,4.72
"1733",2015,"Queens","QN0102","Old Astoria-Hallets Point",17707,8836,49.9,8871,50.1,33.6,6357,35.9,5409,30.55,2647,14.95,2417,13.65,877,4.95
"1734",2016,"Queens","QN0102","Old Astoria-Hallets Point",17951,8950,49.86,9001,50.14,33.9,6333,35.28,5579,31.08,2650,14.76,2459,13.7,930,5.18
"1735",2017,"Queens","QN0102","Old Astoria-Hallets Point",18195,9065,49.82,9130,50.18,34.2,6306,34.66,5751,31.61,2651,14.57,2502,13.75,985,5.41
"1736",2018,"Queens","QN0102","Old Astoria-Hallets Point",18439,9179,49.78,9260,50.22,34.5,6277,34.04,5926,32.14,2652,14.38,2545,13.8,1039,5.63
"1737",2019,"Queens","QN0102","Old Astoria-Hallets Point",18683,9293,49.74,9390,50.26,34.8,6244,33.42,6104,32.67,2651,14.19,2588,13.85,1096,5.87
"1738",2020,"Queens","QN0102","Old Astoria-Hallets Point",18927,9416,49.75,9511,50.25,35.1,6200,32.76,6286,33.21,2659,14.05,2635,13.92,1147,6.06
"1739",2010,"Queens","QN0103","Astoria (Central)",49873,24709,49.54,25164,50.46,34,12142,24.35,26031,52.19,840,1.68,9091,18.23,1769,3.55
"1740",2011,"Queens","QN0103","Astoria (Central)",50108,24768,49.43,25340,50.57,34.1,12101,24.15,26161,52.21,857,1.71,9070,18.1,1919,3.83
"1741",2012,"Queens","QN0103","Astoria (Central)",50342,24849,49.36,25493,50.64,34.2,12082,24,26289,52.22,866,1.72,9062,18,2043,4.06
"1742",2013,"Queens","QN0103","Astoria (Central)",50577,24929,49.29,25648,50.71,34.3,12063,23.85,26416,52.23,875,1.73,9053,17.9,2170,4.29
"1743",2014,"Queens","QN0103","Astoria (Central)",50812,25010,49.22,25802,50.78,34.4,12042,23.7,26544,52.24,884,1.74,9045,17.8,2297,4.52
"1744",2015,"Queens","QN0103","Astoria (Central)",51047,25090,49.15,25957,50.85,34.5,12022,23.55,26672,52.25,893,1.75,9035,17.7,2425,4.75
"1745",2016,"Queens","QN0103","Astoria (Central)",51281,25169,49.08,26112,50.92,34.6,12000,23.4,26799,52.26,903,1.76,9025,17.6,2554,4.98
"1746",2017,"Queens","QN0103","Astoria (Central)",51516,25248,49.01,26268,50.99,34.7,11977,23.25,26927,52.27,912,1.77,9015,17.5,2685,5.21
"1747",2018,"Queens","QN0103","Astoria (Central)",51751,25327,48.94,26424,51.06,34.8,11954,23.1,27055,52.28,921,1.78,9005,17.4,2816,5.44
"1748",2019,"Queens","QN0103","Astoria (Central)",51985,25405,48.87,26580,51.13,34.9,11931,22.95,27183,52.29,931,1.79,8993,17.3,2947,5.67
"1749",2020,"Queens","QN0103","Astoria (Central)",52220,25462,48.76,26758,51.24,35,11915,22.82,27306,52.29,939,1.8,8982,17.2,3078,5.89
"1750",2010,"Queens","QN0104","Astoria (East)-Woodside (North)",39120,19357,49.48,19763,50.52,34.7,11039,28.22,18477,47.23,1780,4.55,6426,16.43,1398,3.57
"1751",2011,"Queens","QN0104","Astoria (East)-Woodside (North)",39075,19319,49.44,19756,50.56,34.9,10980,28.1,18373,47.02,1797,4.6,6416,16.42,1509,3.86
"1752",2012,"Queens","QN0104","Astoria (East)-Woodside (North)",39031,19274,49.38,19757,50.62,35,10929,28,18282,46.84,1795,4.6,6417,16.44,1608,4.12
"1753",2013,"Queens","QN0104","Astoria (East)-Woodside (North)",38986,19228,49.32,19758,50.68,35.2,10877,27.9,18191,46.66,1793,4.6,6417,16.46,1708,4.38
"1754",2014,"Queens","QN0104","Astoria (East)-Woodside (North)",38941,19182,49.26,19759,50.74,35.4,10826,27.8,18100,46.48,1791,4.6,6417,16.48,1807,4.64
"1755",2015,"Queens","QN0104","Astoria (East)-Woodside (North)",38896,19137,49.2,19759,50.8,35.6,10774,27.7,18009,46.3,1789,4.6,6418,16.5,1906,4.9
"1756",2016,"Queens","QN0104","Astoria (East)-Woodside (North)",38852,19092,49.14,19760,50.86,35.7,10723,27.6,17919,46.12,1787,4.6,6418,16.52,2005,5.16
"1757",2017,"Queens","QN0104","Astoria (East)-Woodside (North)",38807,19046,49.08,19761,50.92,35.9,10672,27.5,17828,45.94,1785,4.6,6419,16.54,2103,5.42
"1758",2018,"Queens","QN0104","Astoria (East)-Woodside (North)",38762,19001,49.02,19761,50.98,36.1,10621,27.4,17737,45.76,1783,4.6,6419,16.56,2202,5.68
"1759",2019,"Queens","QN0104","Astoria (East)-Woodside (North)",38718,18956,48.96,19762,51.04,36.2,10570,27.3,17648,45.58,1781,4.6,6419,16.58,2300,5.94
"1760",2020,"Queens","QN0104","Astoria (East)-Woodside (North)",38673,18898,48.87,19775,51.13,36.4,10501,27.15,17553,45.39,1771,4.58,6419,16.6,2429,6.28
"1761",2010,"Queens","QN0105","Queensbridge-Ravenswood-Dutch Kills",26989,12509,46.35,14480,53.65,34.8,10083,37.36,5469,20.26,6447,23.89,4087,15.14,903,3.35
"1762",2011,"Queens","QN0105","Queensbridge-Ravenswood-Dutch Kills",27586,12827,46.5,14759,53.5,34.8,10143,36.77,5680,20.59,6480,23.49,4317,15.65,966,3.5
"1763",2012,"Queens","QN0105","Queensbridge-Ravenswood-Dutch Kills",28182,13161,46.7,15021,53.3,34.8,10185,36.14,5884,20.88,6504,23.08,4565,16.2,1044,3.7
