"","Year","Borough","GeoID","Name","Pop1","Male","MaleP","Fem","FemP","MdAge","Hsp1","Hsp1P","WNH","WNHP","BNH","BNHP","ANH","ANHP","OthNH","OthNHP"
"733",2016,"Brooklyn","BK5691","Barren Island-Floyd Bennett Field",27,10,37.04,17,62.96,27.9,2,7.41,17,62.96,7,25.93,0,0,1,3.7
"734",2017,"Brooklyn","BK5691","Barren Island-Floyd Bennett Field",26,9,34.62,17,65.38,26.6,3,11.54,16,61.54,7,26.92,0,0,0,0
"735",2018,"Brooklyn","BK5691","Barren Island-Floyd Bennett Field",24,8,33.33,16,66.67,25.3,3,12.5,14,58.33,6,25,0,0,1,4.17
"736",2019,"Brooklyn","BK5691","Barren Island-Floyd Bennett Field",23,8,34.78,15,65.22,24,3,13.04,13,56.52,6,26.09,0,0,1,4.35
"737",2020,"Brooklyn","BK5691","Barren Island-Floyd Bennett Field",21,7,33.33,14,66.67,22.7,3,14.29,12,57.14,5,23.81,0,0,1,4.76
"738",2010,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",2011,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740",2012,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741",2013,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742",2014,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743",2015,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",2016,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",2017,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",2018,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",2019,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",2020,"Brooklyn","BK5692","Jamaica Bay (West)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",2010,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",2011,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",2012,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752",2013,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",2014,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",2015,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",2016,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",2017,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",2018,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",2019,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",2020,"Brooklyn","BK5693","Shirley Chisholm State Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",2010,"Bronx","BX0101","Mott Haven-Port Morris",52413,24587,46.91,27826,53.09,29.2,37869,72.25,867,1.65,12927,24.66,214,0.41,536,1.02
"761",2011,"Bronx","BX0101","Mott Haven-Port Morris",52944,24794,46.83,28150,53.17,29.5,38014,71.8,953,1.8,13188,24.91,233,0.44,556,1.05
"762",2012,"Bronx","BX0101","Mott Haven-Port Morris",53474,25004,46.76,28470,53.24,29.9,38127,71.3,1016,1.9,13433,25.12,257,0.48,641,1.2
"763",2013,"Bronx","BX0101","Mott Haven-Port Morris",54004,25214,46.69,28790,53.31,30.2,38235,70.8,1080,2,13679,25.33,281,0.52,729,1.35
"764",2014,"Bronx","BX0101","Mott Haven-Port Morris",54535,25424,46.62,29111,53.38,30.6,38338,70.3,1145,2.1,13928,25.54,305,0.56,819,1.5
"765",2015,"Bronx","BX0101","Mott Haven-Port Morris",55066,25633,46.55,29433,53.45,30.9,38436,69.8,1211,2.2,14179,25.75,330,0.6,910,1.65
"766",2016,"Bronx","BX0101","Mott Haven-Port Morris",55596,25841,46.48,29755,53.52,31.2,38528,69.3,1279,2.3,14433,25.96,356,0.64,1000,1.8
"767",2017,"Bronx","BX0101","Mott Haven-Port Morris",56126,26048,46.41,30078,53.59,31.6,38615,68.8,1347,2.4,14688,26.17,382,0.68,1094,1.95
"768",2018,"Bronx","BX0101","Mott Haven-Port Morris",56657,26255,46.34,30402,53.66,31.9,38697,68.3,1416,2.5,14946,26.38,408,0.72,1190,2.1
"769",2019,"Bronx","BX0101","Mott Haven-Port Morris",57188,26461,46.27,30727,53.73,32.3,38773,67.8,1487,2.6,15206,26.59,435,0.76,1287,2.25
"770",2020,"Bronx","BX0101","Mott Haven-Port Morris",57718,26662,46.19,31056,53.81,32.6,38852,67.31,1569,2.72,15455,26.78,476,0.82,1366,2.37
"771",2010,"Bronx","BX0102","Melrose",39214,18355,46.81,20859,53.19,29.3,27094,69.09,571,1.46,10787,27.51,314,0.8,448,1.14
"772",2011,"Bronx","BX0102","Melrose",39558,18509,46.79,21049,53.21,29.7,27204,68.77,625,1.58,10914,27.59,324,0.82,491,1.24
"773",2012,"Bronx","BX0102","Melrose",39901,18666,46.78,21235,53.22,30.1,27308,68.44,662,1.66,11045,27.68,335,0.84,551,1.38
"774",2013,"Bronx","BX0102","Melrose",40245,18823,46.77,21422,53.23,30.5,27411,68.11,700,1.74,11176,27.77,346,0.86,612,1.52
"775",2014,"Bronx","BX0102","Melrose",40589,18979,46.76,21610,53.24,30.9,27511,67.78,739,1.82,11308,27.86,357,0.88,674,1.66
"776",2015,"Bronx","BX0102","Melrose",40932,19136,46.75,21796,53.25,31.4,27609,67.45,778,1.9,11440,27.95,368,0.9,737,1.8
"777",2016,"Bronx","BX0102","Melrose",41276,19292,46.74,21984,53.26,31.8,27704,67.12,817,1.98,11574,28.04,380,0.92,801,1.94
"778",2017,"Bronx","BX0102","Melrose",41620,19449,46.73,22171,53.27,32.2,27798,66.79,857,2.06,11708,28.13,391,0.94,866,2.08
"779",2018,"Bronx","BX0102","Melrose",41964,19606,46.72,22358,53.28,32.6,27889,66.46,898,2.14,11842,28.22,403,0.96,932,2.22
"780",2019,"Bronx","BX0102","Melrose",42307,19762,46.71,22545,53.29,33,27978,66.13,939,2.22,11977,28.31,415,0.98,998,2.36
"781",2020,"Bronx","BX0102","Melrose",42651,19902,46.66,22749,53.34,33.4,28059,65.79,973,2.28,12111,28.4,426,1,1082,2.54
"782",2010,"Bronx","BX0201","Hunts Point",15458,7796,50.43,7662,49.57,28.8,11325,73.26,205,1.33,3676,23.78,87,0.56,165,1.07
"783",2011,"Bronx","BX0201","Hunts Point",15425,7765,50.34,7660,49.66,29.3,11268,73.05,207,1.34,3687,23.9,94,0.61,169,1.1
"784",2012,"Bronx","BX0201","Hunts Point",15393,7740,50.28,7653,49.72,29.7,11206,72.8,212,1.38,3694,24,95,0.62,186,1.21
"785",2013,"Bronx","BX0201","Hunts Point",15360,7714,50.22,7646,49.78,30.2,11144,72.55,218,1.42,3702,24.1,97,0.63,199,1.3
"786",2014,"Bronx","BX0201","Hunts Point",15327,7688,50.16,7639,49.84,30.6,11081,72.3,224,1.46,3709,24.2,98,0.64,215,1.4
"787",2015,"Bronx","BX0201","Hunts Point",15294,7662,50.1,7632,49.9,31.1,11019,72.05,229,1.5,3716,24.3,99,0.65,231,1.51
"788",2016,"Bronx","BX0201","Hunts Point",15262,7637,50.04,7625,49.96,31.6,10958,71.8,235,1.54,3724,24.4,101,0.66,244,1.6
"789",2017,"Bronx","BX0201","Hunts Point",15229,7611,49.98,7618,50.02,32,10896,71.55,241,1.58,3731,24.5,102,0.67,259,1.7
"790",2018,"Bronx","BX0201","Hunts Point",15196,7586,49.92,7610,50.08,32.5,10835,71.3,246,1.62,3738,24.6,103,0.68,274,1.8
"791",2019,"Bronx","BX0201","Hunts Point",15164,7561,49.86,7603,50.14,32.9,10774,71.05,252,1.66,3746,24.7,105,0.69,287,1.89
"792",2020,"Bronx","BX0201","Hunts Point",15131,7529,49.76,7602,50.24,33.4,10715,70.81,264,1.74,3752,24.8,108,0.71,292,1.93
"793",2010,"Bronx","BX0202","Longwood",37942,17779,46.86,20163,53.14,29.5,28511,75.14,519,1.37,8239,21.71,235,0.62,438,1.15
"794",2011,"Bronx","BX0202","Longwood",38177,17882,46.84,20295,53.16,29.9,28530,74.73,546,1.43,8365,21.91,233,0.61,503,1.32
"795",2012,"Bronx","BX0202","Longwood",38411,17969,46.78,20442,53.22,30.3,28562,74.36,561,1.46,8497,22.12,238,0.62,553,1.44
"796",2013,"Bronx","BX0202","Longwood",38646,18055,46.72,20591,53.28,30.7,28594,73.99,576,1.49,8630,22.33,243,0.63,603,1.56
"797",2014,"Bronx","BX0202","Longwood",38881,18142,46.66,20739,53.34,31.1,28624,73.62,591,1.52,8764,22.54,249,0.64,653,1.68
"798",2015,"Bronx","BX0202","Longwood",39116,18228,46.6,20888,53.4,31.5,28652,73.25,606,1.55,8899,22.75,254,0.65,705,1.8
"799",2016,"Bronx","BX0202","Longwood",39350,18313,46.54,21037,53.46,31.8,28678,72.88,622,1.58,9035,22.96,260,0.66,755,1.92
"800",2017,"Bronx","BX0202","Longwood",39585,18399,46.48,21186,53.52,32.2,28703,72.51,637,1.61,9172,23.17,265,0.67,808,2.04
"801",2018,"Bronx","BX0202","Longwood",39820,18484,46.42,21336,53.58,32.6,28726,72.14,653,1.64,9310,23.38,271,0.68,860,2.16
"802",2019,"Bronx","BX0202","Longwood",40054,18569,46.36,21485,53.64,33,28747,71.77,669,1.67,9449,23.59,276,0.69,913,2.28
"803",2020,"Bronx","BX0202","Longwood",40289,18634,46.25,21655,53.75,33.4,28773,71.42,690,1.71,9608,23.85,294,0.73,924,2.29
"804",2010,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"805",2011,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"806",2012,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"807",2013,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"808",2014,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809",2015,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810",2016,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"811",2017,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"812",2018,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"813",2019,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"814",2020,"Bronx","BX0291","North & South Brother Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"815",2010,"Bronx","BX0301","Morrisania",30870,14110,45.71,16760,54.29,29.7,17395,56.35,450,1.46,12424,40.25,134,0.43,467,1.51
"816",2011,"Bronx","BX0301","Morrisania",31544,14457,45.83,17087,54.17,30.1,17709,56.14,486,1.54,12681,40.2,129,0.41,539,1.71
"817",2012,"Bronx","BX0301","Morrisania",32217,14807,45.96,17410,54.04,30.5,18035,55.98,509,1.58,12951,40.2,135,0.42,587,1.82
"818",2013,"Bronx","BX0301","Morrisania",32891,15159,46.09,17732,53.91,30.9,18360,55.82,533,1.62,13222,40.2,141,0.43,635,1.93
"819",2014,"Bronx","BX0301","Morrisania",33565,15514,46.22,18051,53.78,31.3,18682,55.66,557,1.66,13493,40.2,148,0.44,685,2.04
"820",2015,"Bronx","BX0301","Morrisania",34238,15869,46.35,18369,53.65,31.8,19002,55.5,582,1.7,13764,40.2,154,0.45,736,2.15
"821",2016,"Bronx","BX0301","Morrisania",34912,16227,46.48,18685,53.52,32.2,19320,55.34,607,1.74,14035,40.2,161,0.46,789,2.26
"822",2017,"Bronx","BX0301","Morrisania",35586,16587,46.61,18999,53.39,32.6,19636,55.18,633,1.78,14306,40.2,167,0.47,844,2.37
"823",2018,"Bronx","BX0301","Morrisania",36260,16948,46.74,19312,53.26,33,19950,55.02,660,1.82,14577,40.2,174,0.48,899,2.48
"824",2019,"Bronx","BX0301","Morrisania",36933,17310,46.87,19623,53.13,33.4,20261,54.86,687,1.86,14847,40.2,181,0.49,957,2.59
"825",2020,"Bronx","BX0301","Morrisania",37607,17657,46.95,19950,53.05,33.8,20576,54.71,709,1.89,15107,40.17,184,0.49,1031,2.74
"826",2010,"Bronx","BX0302","Claremont Village-Claremont (East)",22174,9898,44.64,12276,55.36,27.7,11363,51.24,203,0.92,10285,46.38,40,0.18,283,1.28
"827",2011,"Bronx","BX0302","Claremont Village-Claremont (East)",22412,10000,44.62,12412,55.38,28,11479,51.22,208,0.93,10357,46.21,47,0.21,321,1.43
"828",2012,"Bronx","BX0302","Claremont Village-Claremont (East)",22650,10111,44.64,12539,55.36,28.2,11606,51.24,217,0.96,10424,46.02,50,0.22,353,1.56
"829",2013,"Bronx","BX0302","Claremont Village-Claremont (East)",22888,10222,44.66,12666,55.34,28.5,11732,51.26,227,0.99,10490,45.83,53,0.23,386,1.69
"830",2014,"Bronx","BX0302","Claremont Village-Claremont (East)",23126,10333,44.68,12793,55.32,28.7,11859,51.28,236,1.02,10555,45.64,56,0.24,420,1.82
"831",2015,"Bronx","BX0302","Claremont Village-Claremont (East)",23364,10444,44.7,12920,55.3,29,11986,51.3,245,1.05,10619,45.45,58,0.25,456,1.95
"832",2016,"Bronx","BX0302","Claremont Village-Claremont (East)",23601,10554,44.72,13047,55.28,29.3,12112,51.32,255,1.08,10682,45.26,61,0.26,491,2.08
"833",2017,"Bronx","BX0302","Claremont Village-Claremont (East)",23839,10666,44.74,13173,55.26,29.5,12239,51.34,265,1.11,10744,45.07,64,0.27,527,2.21
"834",2018,"Bronx","BX0302","Claremont Village-Claremont (East)",24077,10777,44.76,13300,55.24,29.8,12366,51.36,274,1.14,10806,44.88,67,0.28,564,2.34
"835",2019,"Bronx","BX0302","Claremont Village-Claremont (East)",24315,10888,44.78,13427,55.22,30,12493,51.38,284,1.17,10866,44.69,71,0.29,601,2.47
"836",2020,"Bronx","BX0302","Claremont Village-Claremont (East)",24553,11012,44.85,13541,55.15,30.3,12630,51.44,295,1.2,10938,44.55,69,0.28,621,2.53
"837",2010,"Bronx","BX0303","Crotona Park East",26143,12142,46.44,14001,53.56,29.4,16939,64.79,231,0.88,8452,32.33,191,0.73,330,1.26
"838",2011,"Bronx","BX0303","Crotona Park East",26545,12320,46.41,14225,53.59,29.8,17132,64.54,257,0.97,8585,32.34,188,0.71,383,1.44
"839",2012,"Bronx","BX0303","Crotona Park East",26946,12508,46.42,14438,53.58,30.2,17321,64.28,280,1.04,8725,32.38,194,0.72,426,1.58
"840",2013,"Bronx","BX0303","Crotona Park East",27348,12698,46.43,14650,53.57,30.7,17508,64.02,304,1.11,8866,32.42,200,0.73,470,1.72
"841",2014,"Bronx","BX0303","Crotona Park East",27749,12887,46.44,14862,53.56,31.1,17693,63.76,327,1.18,9007,32.46,205,0.74,517,1.86
"842",2015,"Bronx","BX0303","Crotona Park East",28151,13076,46.45,15075,53.55,31.5,17876,63.5,352,1.25,9149,32.5,211,0.75,563,2
"843",2016,"Bronx","BX0303","Crotona Park East",28552,13265,46.46,15287,53.54,31.9,18056,63.24,377,1.32,9291,32.54,217,0.76,611,2.14
"844",2017,"Bronx","BX0303","Crotona Park East",28954,13455,46.47,15499,53.53,32.3,18235,62.98,402,1.39,9433,32.58,223,0.77,661,2.28
"845",2018,"Bronx","BX0303","Crotona Park East",29355,13644,46.48,15711,53.52,32.8,18411,62.72,429,1.46,9576,32.62,229,0.78,710,2.42
"846",2019,"Bronx","BX0303","Crotona Park East",29757,13834,46.49,15923,53.51,33.2,18586,62.46,455,1.53,9719,32.66,235,0.79,762,2.56
"847",2020,"Bronx","BX0303","Crotona Park East",30158,14018,46.48,16140,53.52,33.6,18748,62.17,488,1.62,9873,32.74,254,0.84,795,2.64
"848",2010,"Bronx","BX0391","Crotona Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"849",2011,"Bronx","BX0391","Crotona Park",3,0,0,3,100,18,0,0,0,0,0,0,0,0,3,100
"850",2012,"Bronx","BX0391","Crotona Park",7,1,14.29,6,85.71,18,1,14.29,0,0,0,0,0,0,6,85.71
"851",2013,"Bronx","BX0391","Crotona Park",10,2,20,8,80,18,2,20,0,0,1,10,0,0,7,70
"852",2014,"Bronx","BX0391","Crotona Park",14,3,21.43,11,78.57,21.3,3,21.43,1,7.14,2,14.29,0,0,8,57.14
"853",2015,"Bronx","BX0391","Crotona Park",17,4,23.53,13,76.47,26.6,4,23.53,1,5.88,2,11.76,0,0,10,58.82
"854",2016,"Bronx","BX0391","Crotona Park",20,6,30,14,70,32,6,30,2,10,4,20,0,0,8,40
"855",2017,"Bronx","BX0391","Crotona Park",24,8,33.33,16,66.67,37.3,9,37.5,2,8.33,5,20.83,0,0,8,33.33
"856",2018,"Bronx","BX0391","Crotona Park",27,11,40.74,16,59.26,42.6,11,40.74,3,11.11,6,22.22,0,0,7,25.93
"857",2019,"Bronx","BX0391","Crotona Park",31,14,45.16,17,54.84,48,15,48.39,4,12.9,8,25.81,0,0,4,12.9
"858",2020,"Bronx","BX0391","Crotona Park",34,17,50,17,50,53.3,18,52.94,5,14.71,10,29.41,0,0,1,2.94
"859",2010,"Bronx","BX0401","Concourse-Concourse Village",66731,31499,47.2,35232,52.8,32.7,39009,58.46,1222,1.83,23740,35.58,1492,2.24,1268,1.9
"860",2011,"Bronx","BX0401","Concourse-Concourse Village",66997,31656,47.25,35341,52.75,33,39314,58.68,1273,1.9,23603,35.23,1494,2.23,1313,1.96
"861",2012,"Bronx","BX0401","Concourse-Concourse Village",67262,31815,47.3,35447,52.7,33.3,39590,58.86,1345,2,23448,34.86,1520,2.26,1359,2.02
"862",2013,"Bronx","BX0401","Concourse-Concourse Village",67528,31975,47.35,35553,52.65,33.5,39869,59.04,1418,2.1,23290,34.49,1546,2.29,1405,2.08
"863",2014,"Bronx","BX0401","Concourse-Concourse Village",67793,32134,47.4,35659,52.6,33.8,40147,59.22,1491,2.2,23131,34.12,1573,2.32,1451,2.14
"864",2015,"Bronx","BX0401","Concourse-Concourse Village",68059,32294,47.45,35765,52.55,34.1,40427,59.4,1565,2.3,22970,33.75,1599,2.35,1498,2.2
"865",2016,"Bronx","BX0401","Concourse-Concourse Village",68325,32454,47.5,35871,52.5,34.4,40708,59.58,1640,2.4,22807,33.38,1626,2.38,1544,2.26
"866",2017,"Bronx","BX0401","Concourse-Concourse Village",68590,32615,47.55,35975,52.45,34.7,40989,59.76,1715,2.5,22642,33.01,1653,2.41,1591,2.32
"867",2018,"Bronx","BX0401","Concourse-Concourse Village",68856,32775,47.6,36081,52.4,34.9,41272,59.94,1790,2.6,22475,32.64,1680,2.44,1639,2.38
"868",2019,"Bronx","BX0401","Concourse-Concourse Village",69121,32936,47.65,36185,52.35,35.2,41556,60.12,1866,2.7,22305,32.27,1707,2.47,1687,2.44
"869",2020,"Bronx","BX0401","Concourse-Concourse Village",69387,33080,47.67,36307,52.33,35.5,41807,60.25,1941,2.8,22108,31.86,1730,2.49,1801,2.6
"870",2010,"Bronx","BX0402","Highbridge",30945,14382,46.48,16563,53.52,30.1,20033,64.74,402,1.3,10006,32.33,132,0.43,372,1.2
"871",2011,"Bronx","BX0402","Highbridge",31096,14447,46.46,16649,53.54,30.5,20160,64.83,423,1.36,9945,31.98,137,0.44,431,1.39
"872",2012,"Bronx","BX0402","Highbridge",31247,14505,46.42,16742,53.58,30.9,20298,64.96,444,1.42,9893,31.66,150,0.48,462,1.48
"873",2013,"Bronx","BX0402","Highbridge",31398,14562,46.38,16836,53.62,31.4,20437,65.09,465,1.48,9840,31.34,163,0.52,493,1.57
"874",2014,"Bronx","BX0402","Highbridge",31549,14620,46.34,16929,53.66,31.8,20576,65.22,486,1.54,9786,31.02,177,0.56,524,1.66
"875",2015,"Bronx","BX0402","Highbridge",31701,14678,46.3,17023,53.7,32.2,20717,65.35,507,1.6,9732,30.7,190,0.6,555,1.75
"876",2016,"Bronx","BX0402","Highbridge",31852,14735,46.26,17117,53.74,32.6,20857,65.48,529,1.66,9677,30.38,204,0.64,585,1.84
"877",2017,"Bronx","BX0402","Highbridge",32003,14792,46.22,17211,53.78,33,20997,65.61,550,1.72,9620,30.06,218,0.68,618,1.93
"878",2018,"Bronx","BX0402","Highbridge",32154,14849,46.18,17305,53.82,33.5,21138,65.74,572,1.78,9563,29.74,232,0.72,649,2.02
"879",2019,"Bronx","BX0402","Highbridge",32305,14906,46.14,17399,53.86,33.9,21279,65.87,594,1.84,9504,29.42,246,0.76,682,2.11
"880",2020,"Bronx","BX0402","Highbridge",32456,14978,46.15,17478,53.85,34.3,21431,66.03,631,1.94,9444,29.1,247,0.76,703,2.17
"881",2010,"Bronx","BX0403","Mount Eden-Claremont (West)",48145,22816,47.39,25329,52.61,29.6,32847,68.23,563,1.17,13440,27.92,607,1.26,688,1.43
"882",2011,"Bronx","BX0403","Mount Eden-Claremont (West)",48296,22883,47.38,25413,52.62,30,33049,68.43,589,1.22,13315,27.57,623,1.29,720,1.49
"883",2012,"Bronx","BX0403","Mount Eden-Claremont (West)",48446,22944,47.36,25502,52.64,30.4,33263,68.66,601,1.24,13197,27.24,620,1.28,765,1.58
"884",2013,"Bronx","BX0403","Mount Eden-Claremont (West)",48597,23006,47.34,25591,52.66,30.8,33478,68.89,612,1.26,13077,26.91,617,1.27,813,1.67
"885",2014,"Bronx","BX0403","Mount Eden-Claremont (West)",48747,23067,47.32,25680,52.68,31.2,33694,69.12,624,1.28,12957,26.58,614,1.26,858,1.76
"886",2015,"Bronx","BX0403","Mount Eden-Claremont (West)",48898,23129,47.3,25769,52.7,31.6,33911,69.35,636,1.3,12836,26.25,611,1.25,904,1.85
"887",2016,"Bronx","BX0403","Mount Eden-Claremont (West)",49049,23190,47.28,25859,52.72,32,34128,69.58,647,1.32,12714,25.92,608,1.24,952,1.94
"888",2017,"Bronx","BX0403","Mount Eden-Claremont (West)",49199,23251,47.26,25948,52.74,32.4,34346,69.81,659,1.34,12590,25.59,605,1.23,999,2.03
"889",2018,"Bronx","BX0403","Mount Eden-Claremont (West)",49350,23313,47.24,26037,52.76,32.8,34565,70.04,671,1.36,12466,25.26,602,1.22,1046,2.12
"890",2019,"Bronx","BX0403","Mount Eden-Claremont (West)",49500,23374,47.22,26126,52.78,33.2,34784,70.27,683,1.38,12340,24.93,599,1.21,1094,2.21
"891",2020,"Bronx","BX0403","Mount Eden-Claremont (West)",49651,23417,47.16,26234,52.84,33.6,34999,70.49,711,1.43,12221,24.61,619,1.25,1101,2.22
"892",2010,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"893",2011,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",2,0,0,2,100,18,0,0,0,0,0,0,0,0,2,100
"894",2012,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",4,1,25,3,75,18,1,25,0,0,0,0,0,0,3,75
"895",2013,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",6,1,16.67,5,83.33,18,1,16.67,0,0,0,0,0,0,5,83.33
"896",2014,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",8,2,25,6,75,21.3,3,37.5,0,0,1,12.5,0,0,4,50
"897",2015,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",10,4,40,6,60,26.6,4,40,0,0,1,10,0,0,5,50
"898",2016,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",11,5,45.45,6,54.55,31.9,5,45.45,0,0,1,9.09,0,0,5,45.45
"899",2017,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",13,7,53.85,6,46.15,37.2,7,53.85,0,0,2,15.38,0,0,4,30.77
"900",2018,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",15,9,60,6,40,42.6,9,60,0,0,3,20,0,0,3,20
"901",2019,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",17,11,64.71,6,35.29,47.9,12,70.59,0,0,3,17.65,0,0,2,11.76
"902",2020,"Bronx","BX0491","Yankee Stadium-Macombs Dam Park",19,14,73.68,5,26.32,53.2,15,78.95,0,0,4,21.05,0,0,0,0
"903",2010,"Bronx","BX0492","Claremont Park",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904",2011,"Bronx","BX0492","Claremont Park",1,0,0,1,100,18,0,0,0,0,0,0,0,0,1,100
"905",2012,"Bronx","BX0492","Claremont Park",2,0,0,2,100,18,0,0,0,0,0,0,0,0,2,100
"906",2013,"Bronx","BX0492","Claremont Park",3,0,0,3,100,18,0,0,0,0,1,33.33,0,0,2,66.67
"907",2014,"Bronx","BX0492","Claremont Park",4,1,25,3,75,18,0,0,0,0,1,25,0,0,3,75
"908",2015,"Bronx","BX0492","Claremont Park",5,1,20,4,80,18,0,0,0,0,2,40,0,0,3,60
"909",2016,"Bronx","BX0492","Claremont Park",6,1,16.67,5,83.33,21,0,0,0,0,3,50,0,0,3,50
"910",2017,"Bronx","BX0492","Claremont Park",7,2,28.57,5,71.43,24.5,0,0,0,0,3,42.86,0,0,4,57.14
"911",2018,"Bronx","BX0492","Claremont Park",8,3,37.5,5,62.5,28,1,12.5,0,0,4,50,0,0,3,37.5
"912",2019,"Bronx","BX0492","Claremont Park",9,3,33.33,6,66.67,31.5,1,11.11,0,0,6,66.67,0,0,2,22.22
"913",2020,"Bronx","BX0492","Claremont Park",10,4,40,6,60,35,1,10,0,0,7,70,0,0,2,20
"914",2010,"Bronx","BX0501","University Heights (South)-Morris Heights",52276,24109,46.12,28167,53.88,30,33373,63.84,723,1.38,16829,32.19,684,1.31,667,1.28
"915",2011,"Bronx","BX0501","University Heights (South)-Morris Heights",52517,24216,46.11,28301,53.89,30.4,33632,64.04,740,1.41,16700,31.8,698,1.33,747,1.42
"916",2012,"Bronx","BX0501","University Heights (South)-Morris Heights",52757,24332,46.12,28425,53.88,30.9,33912,64.28,749,1.42,16566,31.4,717,1.36,813,1.54
"917",2013,"Bronx","BX0501","University Heights (South)-Morris Heights",52998,24448,46.13,28550,53.87,31.3,34194,64.52,758,1.43,16429,31,737,1.39,880,1.66
"918",2014,"Bronx","BX0501","University Heights (South)-Morris Heights",53238,24564,46.14,28674,53.86,31.7,34477,64.76,767,1.44,16291,30.6,756,1.42,947,1.78
"919",2015,"Bronx","BX0501","University Heights (South)-Morris Heights",53479,24681,46.15,28798,53.85,32.1,34761,65,775,1.45,16151,30.2,775,1.45,1017,1.9
